country, order_value_EUR , amount,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,product_id
Portugal,134120.38,105981.92,2020-04-30,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC,63-4386955,P0610
Spain,77855.47,63545.63,2019-08-13,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC,77-3226391,P0611
UK,176080.36,153401.21,2019-11-13,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,74-9554997,P0612
Portugal,159514.03,138872.91,2020-09-23,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC,37-0756560,P0613
France,238850.25,199607.15,2019-06-30,Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC,19-9649739,P0614
Sweden,240940.97,195138.09,2019-12-27,Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,91-4735064,P0615
Denmark,109892.92,89441.85,2020-06-05,Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC,82-1337530,P0616
Germany,86704.08,75380.53,2020-05-10,Books,Tillman and Sons,Rickard Doogood,Casie MacBain,PC,39-3209780,P0617
Ireland,292124.64,245822.88,2019-09-12,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,18-0483044,P0618
Bulgaria,122998.65,97476.43,2020-01-28,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC,70-0044622,P0619
Sweden,50646.66,43039.53,2020-01-04,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,43-1236055,P0620
Sweden,89639.28,77788.97,2019-01-25,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,25-6133000,P0621
Spain,107359.01,90868.67,2019-10-29,Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC,78-7666796,P0622
Luxembourg,148359.68,118480.04,2020-07-23,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,45-1867999,P0623
Finland,177464.83,142717.22,2020-01-25,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC,97-5797169,P0624
Portugal,168757.23,136895.86,2020-08-24,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC,31-6585710,P0625
France,19814.86,16787.15,2020-03-20,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,84-0460695,P0626
Belgium,46311.34,40564.1,2020-01-03,Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC,20-4568650,P0627
France,144927.17,122260.56,2020-07-09,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,PC,29-9208067,P0628
Netherlands,203231.73,163052.82,2019-12-23,Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC,21-2357660,P0629
Portugal,40467.85,34656.67,2020-02-28,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379,T0630
Sweden,85156.7,69479.35,2020-05-19,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC,58-5376153,P0631
Portugal,66146.57,56145.21,2020-07-04,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,04-1808253,P0632
Bulgaria,230669.37,182321.07,2019-05-06,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,PC,44-9036885,P0633
UK,59043.39,48876.12,2020-10-27,Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,PC,35-0548738,P0634
Ireland,99887.86,84045.65,2020-10-03,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,64-0103144,P0635
Netherlands,214983.15,180413.86,2019-11-06,Beauty,McClure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069,T0636
Portugal,52209.31,41480.3,2019-03-26,Beauty,McClure Inc,Celine Tumasian,Corene Shirer,PC,05-2772504,P0637
Sweden,83782.11,67310.55,2019-10-02,Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC,42-2439801,P0638
Portugal,166367.16,135788.88,2020-02-11,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,82-8353642,P0639
UK,167615.14,135567.12,2020-12-30,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,16-5450021,P0640
Sweden,118030.7,97304.51,2019-04-09,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,80-1021367,P0641
Netherlands,102073.04,81770.71,2020-02-03,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058,M0642
Finland,99989.89,81191.79,2019-11-15,Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC,92-4440351,P0643
Sweden,79407.28,64383.42,2020-07-21,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC,15-3268783,P0644
France,184431.48,153059.69,2019-07-12,Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180,M0645
Portugal,144725.34,115056.65,2019-01-15,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,PC,92-7042708,P0646
UK,21921.66,18802.21,2020-05-03,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718,T0647
Portugal,21341.66,16930.34,2019-03-28,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,PC,06-4611284,P0648
Sweden,84537.2,69405.04,2020-01-19,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440,M0649
France,40544.43,32666.65,2020-01-08,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,89-7467187,P0650
Finland,178189.57,153421.22,2019-09-08,Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC,37-7100862,P0651
France,36276.11,28748.82,2019-03-23,Games,Johns and Sons,Othello Bowes,Ora Grennan,PC,20-9472915,P0652
Sweden,36181.81,29698.03,2020-10-27,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162,T0653
UK,66613.31,55462.24,2019-09-25,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,38-8230515,P0654
Ireland,77278.68,62951.21,2020-02-10,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC,46-8792953,P0655
UK,149938.36,123579.2,2020-11-14,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,93-0380487,P0656
Spain,123953.65,101939.48,2019-08-05,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,PC,44-2650716,P0657
Sweden,73773.6,58421.31,2020-01-21,Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile,78-7812852,M0658
Portugal,206869.73,180928.27,2020-07-20,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,11-2653878,P0659
France,63690.72,53455.62,2020-08-27,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135,M0660
UK,18897.97,16469.58,2020-02-16,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804,M0661
Portugal,134807.18,108047.95,2020-12-29,Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC,76-2368068,P0662
UK,47082.67,37882.72,2020-06-30,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC,83-0606533,P0663
Portugal,41016.31,32985.32,2019-09-05,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028,T0664
Sweden,43243.45,37764.5,2019-05-16,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,63-2957047,P0665
Sweden,88832.28,71501.1,2019-12-23,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,90-3993986,P0666
France,173456.4,149866.33,2019-09-25,Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218,M0667
Spain,90926.92,73050.69,2020-03-24,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC,09-9618844,P0668
Sweden,72757.01,63378.63,2020-05-03,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,96-5143420,P0669
France,60068.71,47688.55,2020-09-05,Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC,99-0862667,P0670
France,105522.72,86581.39,2019-02-16,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,PC,79-6118087,P0671
Luxembourg,61374.06,49099.25,2020-02-20,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,07-5296371,P0672
Portugal,76856.57,65535.6,2019-05-31,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,PC,93-9111830,P0673
Spain,174262.11,143278.31,2019-05-04,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,47-0713476,P0674
Sweden,151315.26,121173.26,2019-05-23,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC,92-2645259,P0675
Ireland,50495.53,40749.89,2020-08-31,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211,M0676
UK,36534.09,31138,2020-07-17,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC,90-7039701,P0677
France,134243.39,113019.51,2019-01-21,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,PC,64-1003834,P0678
France,56068.7,47378.05,2019-06-02,Games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,PC,24-2679038,P0679
France,31161.76,27300.82,2020-09-05,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886,M0680
France,98915.41,85176.06,2020-02-04,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834,M0681
Ireland,114232.68,95795.52,2019-03-23,Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897,T0682
Luxembourg,71360.36,59750.03,2019-02-01,Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,PC,40-9830607,P0683
Portugal,87459.79,69967.83,2020-11-16,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520,M0684
Finland,52388.85,45641.17,2020-07-31,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC,55-6785409,P0685
Sweden,178304.35,153573.54,2020-09-12,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC,12-4881666,P0686
UK,80013.81,65587.32,2020-01-27,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC,86-7866497,P0687
Ireland,88684.7,75337.65,2020-01-23,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,12-2375671,P0688
UK,161773.31,138283.83,2019-04-30,Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC,56-6310976,P0689
France,108968.67,88395.39,2019-10-17,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,08-4398900,P0690
UK,50374.22,44047.22,2019-07-10,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC,23-3084772,P0691
Sweden,174380.2,151518.96,2019-02-01,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,PC,33-8484080,P0692
Bulgaria,81482.69,64721.7,2019-09-02,Electronics,Johns and Sons,Charil Alpe,Shermy McGready,PC,28-0362135,P0693
France,108158.8,89328.35,2020-09-10,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,PC,53-4511393,P0694
Portugal,76943.74,62870.73,2019-01-06,Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,50-0521963,P0695
Portugal,57345.79,45716.06,2020-09-11,Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,PC,75-6127722,P0696
Sweden,71049.09,58842.86,2019-08-15,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC,99-3994854,P0697
France,79205.19,65423.49,2019-07-05,Games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875,T0698
France,42290.45,34255.26,2019-10-11,Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet,97-8921759,T0699
France,110090.36,93433.69,2019-01-02,Clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,PC,43-6672888,P0700
France,121043.69,96750.22,2020-09-28,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,28-6152726,P0701
Finland,130251.55,105386.53,2019-05-08,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC,26-1201622,P0702
France,156110.4,132584.56,2019-07-22,Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,18-3315246,P0703
Sweden,122273,104531.19,2020-07-01,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC,40-9114557,P0704
Portugal,126021.1,101762.04,2020-06-13,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139,M0705
Sweden,69565.47,57808.91,2020-05-23,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,79-0393736,P0706
Bulgaria,174271.91,142083.89,2019-05-20,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,PC,58-2923511,P0707
Portugal,61994.02,54250.97,2019-02-19,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,PC,84-1343954,P0708
Sweden,207379.28,166442.61,2019-12-18,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC,43-9259516,P0709
Sweden,153823.74,129258.09,2020-11-30,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701,M0710
Portugal,251003.51,214105.99,2019-07-30,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC,50-2002828,P0711
UK,78013.63,64509.47,2020-04-04,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC,90-6933957,P0712
Finland,204138.34,165617.44,2019-06-20,Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877,T0713
Ireland,81358.58,68918.85,2020-08-21,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836,M0714
Portugal,81458.94,64434.02,2019-11-14,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,76-5324325,P0715
Sweden,79313.86,63316.25,2020-01-03,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,36-3226083,P0716
Finland,100978.49,86568.86,2019-09-08,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,00-8086430,P0717
Portugal,172444.09,149681.47,2019-05-01,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,98-0946281,P0718
UK,111523.01,98017.57,2020-02-03,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,82-4770311,P0719
UK,62947.82,49967.98,2019-10-16,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC,34-0265266,P0720
France,80294.56,65295.54,2019-04-10,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC,47-9858688,P0721
France,234961.46,199388.3,2019-02-06,Accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520,M0722
France,214615.79,177637.49,2019-06-30,Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC,17-5553034,P0723
France,173418.59,140746.53,2019-05-19,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,03-5073152,P0724
France,27400.69,22832.99,2019-09-18,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,19-8109416,P0725
Portugal,179323.22,150739.1,2020-08-08,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075,T0726
Portugal,135211.42,108534.21,2019-12-08,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,78-5541691,P0727
France,186209.44,148818.58,2019-06-24,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438,M0728
Ireland,127591.73,108988.86,2020-04-30,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800,M0729
Sweden,53093.47,42533.18,2020-10-25,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,PC,84-2496865,P0730
Netherlands,28787.17,24610.15,2019-06-08,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,13-4700827,P0731
UK,49930.87,40174.38,2020-02-21,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,10-5202864,P0732
Portugal,48763.58,39435.11,2020-07-14,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC,29-6521179,P0733
France,71079.8,56778.54,2019-11-15,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC,30-9137723,P0734
Sweden,43158.94,36244.88,2019-05-13,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,PC,55-4422832,P0735
France,117538.82,100719.02,2019-03-07,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,12-1257338,P0736
Portugal,45725.53,36571.28,2020-07-07,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720,M0737
Portugal,77522.57,64227.45,2019-07-31,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171,M0738
Germany,44118.5,38250.74,2020-04-03,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile,77-6124790,M0739
UK,242526,212113.24,2019-03-06,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,PC,09-3668672,P0740
France,140635.94,115194.9,2020-08-12,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,00-5823706,P0741
Portugal,157754.36,132166.6,2019-09-08,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070,M0742
France,88977.22,72534.23,2020-03-10,Books,Franecki-White,Othello Bowes,Ora Grennan,PC,58-1975365,P0743
Portugal,74231.25,61604.51,2019-11-11,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298,M0744
Sweden,131402.37,106383.36,2019-03-10,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,80-8019337,P0745
Sweden,156505.37,128647.41,2019-04-05,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,76-8416893,P0746
Portugal,139200.81,120172.06,2019-08-23,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,19-3893110,P0747
Sweden,121292.94,104384.7,2019-03-23,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,17-3994138,P0748
France,84712.13,73004.91,2020-11-07,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC,29-8090560,P0749
Portugal,172202.38,149816.07,2019-09-04,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593,T0750
Sweden,108978.79,95432.73,2019-11-28,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC,84-5276032,P0751
Portugal,69871.92,58014.66,2020-06-09,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,01-4729172,P0752
France,184221.2,150324.5,2019-06-15,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,70-3373325,P0753
France,57348.43,47587.73,2019-12-01,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,73-6329299,P0754
France,197581.29,169485.23,2019-12-13,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,74-6221213,P0755
Portugal,101321.52,86710.96,2019-02-17,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,PC,53-1326953,P0756
UK,124234.91,98244.97,2020-09-19,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,56-7081196,P0757
Portugal,254883.03,213413.56,2019-12-12,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,85-9560144,P0758
France,57333.85,46308.55,2020-10-24,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,35-9605742,P0759
Portugal,65760.39,56672.3,2020-09-10,Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,PC,30-0037690,P0760
Portugal,53485,46713.8,2020-02-18,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC,75-6038587,P0761
France,154950.74,133195.66,2019-09-10,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277,T0762
UK,19949.11,16364.25,2019-02-25,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629,T0763
France,124784.67,106853.11,2020-05-22,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet,44-2757396,T0764
Luxembourg,120831.28,95746.71,2020-05-22,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC,21-4464304,P0765
Portugal,127631.89,110963.17,2019-11-24,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC,02-8721192,P0766
Luxembourg,68984.17,59560.93,2019-11-01,Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,PC,46-9710750,P0767
France,56823.17,46583.63,2019-12-21,Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486,M0768
Portugal,126974.92,101516.45,2019-01-13,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,57-7927520,P0769
Portugal,121736.23,106214.86,2020-06-05,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC,95-4271285,P0770
France,150287.47,123611.44,2020-05-08,Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC,66-4296261,P0771
Finland,93007.22,81837.05,2020-09-11,Outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,PC,24-8477374,P0772
Ireland,165747.2,132912.68,2020-01-21,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854,P0773
Sweden,177215.51,155807.88,2019-07-05,Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,54-3353166,P0774
France,99132.04,78819.89,2020-03-21,Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC,44-6408586,P0775
Germany,180519.86,145968.36,2019-04-07,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC,86-6107692,P0776
France,68173.22,54040.91,2020-11-14,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,89-7513050,P0777
Portugal,97439.36,79773.6,2019-08-08,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC,54-2767741,P0778
Sweden,103638.67,84030.23,2020-10-22,Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,24-6905998,P0779
Sweden,169810.63,145952.24,2020-11-28,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,PC,35-0173281,P0780
France,75264.84,61694.59,2020-09-16,Clothing,Tillman and Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623,M0781
Spain,58933.16,51855.29,2019-09-20,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354,M0782
Portugal,168773.6,137398.59,2019-08-22,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC,28-0622425,P0783
Portugal,152676.77,122385.7,2020-07-07,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC,84-0679518,P0784
Portugal,116556.81,95448.37,2020-05-24,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC,95-1195568,P0785
France,310539,248275.93,2020-11-12,Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC,57-2495984,P0786
Portugal,106325.72,92705.4,2019-09-19,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094,M0787
Sweden,90602.07,71630,2020-05-03,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,09-3747816,P0788
Spain,120012.56,97762.23,2020-11-05,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356,M0789
France,143658.22,123158.19,2020-10-30,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,PC,22-6938537,P0790
Portugal,263571.82,216155.25,2020-08-06,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,11-0955383,P0791
France,131097.05,109203.84,2020-06-26,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC,80-1374023,P0792
Italy,127830.38,103874.97,2020-05-21,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC,66-7112079,P0793
Portugal,129353.22,111593.02,2019-01-18,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204,M0794
Sweden,176473.32,139413.92,2019-06-22,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC,00-7031798,P0795
Denmark,43609.57,34634.72,2020-01-03,Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC,20-1827241,P0796
Portugal,137562.42,112140.88,2020-04-14,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC,80-5941460,P0797
France,51504.5,44592.6,2019-09-22,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,17-3240628,P0798
France,38750.53,31298.8,2019-01-09,Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,22-5929243,P0799
France,111676.46,92791.97,2019-08-06,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,PC,35-7483371,P0800
Sweden,46849.71,39630.17,2019-08-26,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,71-1921602,P0801
Sweden,296844.24,244926.18,2019-08-06,Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,PC,22-9949979,P0802
Portugal,163492.16,134178.02,2020-12-08,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC,06-8466490,P0803
France,116206.87,93104.94,2019-04-15,Games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,PC,34-6603897,P0804
France,195214.72,154649.1,2019-06-26,Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC,92-3462655,P0805
France,168226.52,136818.63,2020-01-25,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,26-9826298,P0806
Sweden,249842.77,218737.35,2020-09-07,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,39-5542863,P0807
Netherlands,105678.39,89720.95,2020-07-05,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309,M0808
Portugal,253580.08,212449.39,2020-06-07,Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC,51-0837613,P0809
France,56705.66,46986.31,2019-01-02,Outdoors,Johns and Sons,Othello Bowes,Crysta Halls,PC,46-0117523,P0810
Sweden,35354.22,30517.76,2019-02-27,Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,PC,58-1079558,P0811
